file_name,seed,hs_size,greedy_size,solve_time,iterations,reduction_time
p2_1000.dat,5957984877855177330,17,20,4239.574376777,43746737,3964.250373699
cost_matrix_component_nr_504_size_96_cutoff_10.0.cm.dat,1415436990699286920,39,39,6.468591511,1643,5.824693821
cost_matrix_component_nr_1010_size_108_cutoff_10.0.cm.dat,5627540715679683688,37,39,377.020327269,496597,370.237864926
cost_matrix_component_nr_267_size_105_cutoff_10.0.cm.dat,693532257455763958,37,37,14.387631022,2293,13.404980621
cost_matrix_component_nr_1112_size_78_cutoff_10.0.cm.dat,1278057574103763696,29,29,21.34250849,25827,20.80293139
cost_matrix_component_nr_505_size_121_cutoff_10.0.cm.dat,8817355183645710760,71,71,5907.565914897,2169675,5610.993419818
cost_matrix_component_nr_108_size_93_cutoff_10.0.cm.dat,12357067846567889812,36,36,21.241365061,15099,20.345335991
tpch_denormalized_r6001216_c52_r100000_c52_UCCs.hg.dat,18308648299658385783,16,18,12.838245208,1245,11.476537377
cost_matrix_component_nr_27_size_66_cutoff_10.0.cm.dat,12586526837436846612,34,34,2.706792458,1701,2.47680003
cost_matrix_component_nr_325_size_62_cutoff_10.0.cm.dat,6218075928048246940,24,24,1.407488539,2249,1.3426320010000001
p8_128000.dat,17554108800243197344,6,7,10433.644065974,279737,10252.555900376
cost_matrix_component_nr_1609_size_55_cutoff_10.0.cm.dat,8697373006899188525,19,20,0.56991863,847,0.541798089
isolet_r7798_c618_r7798_c200_UCCs.hg.dat,5825937065752201797,192,195,1571.657706334,85639,1436.694223207
cost_matrix_component_nr_360_size_150_cutoff_10.0.cm.dat,10257962073325323954,44,44,355.867044569,26525,342.19672698
cost_matrix_component_nr_1889_size_63_cutoff_10.0.cm.dat,1448386068531928785,23,25,0.59116412,1199,0.551954581
cost_matrix_component_nr_251_size_46_cutoff_10.0.cm.dat,2259465552829038487,22,23,0.855878107,1933,0.796791182
cost_matrix_component_nr_48_size_77_cutoff_10.0.cm.dat,893607605597462642,42,43,9.903602121,7609,9.150238267
cost_matrix_component_nr_897_size_42_cutoff_10.0.cm.dat,17055881174611210633,21,21,0.281991323,823,0.257463212
tpch_denormalized_r6001216_c52_r100000_c52_UCCs.hg.dat,16130226712655025625,16,18,13.447486994,1253,12.101378829
cost_matrix_component_nr_288_size_123_cutoff_10.0.cm.dat,16024629896187401522,58,60,3101.51401894,1371969,2995.758431716
p9_128000.dat,2234024418035205794,4,5,2728.943852904,4523,2711.992770012
cost_matrix_component_nr_1310_size_104_cutoff_10.0.cm.dat,13157710979895564918,27,27,1.451557709,1009,1.414400332
cost_matrix_component_nr_291_size_297_cutoff_10.0.cm.dat,16769200571240953272,48,48,3138.642785673,101657,3074.193451965
p7_8000.dat,12143772191479034092,6,6,415.872487145,268235,384.971371454
cost_matrix_component_nr_740_size_127_cutoff_10.0.cm.dat,17679684591952940252,49,51,5525.307372373,2151133,5336.967502563
cost_matrix_component_nr_104_size_112_cutoff_10.0.cm.dat,6117025966159839454,41,41,16.389369199,2613,15.041258142
p7_8000.dat,9387256606846645002,6,6,409.149755612,267639,378.872182098
cost_matrix_component_nr_1790_size_60_cutoff_10.0.cm.dat,12007121730366649427,26,27,1.638903373,1337,1.505719183
cost_matrix_component_nr_1793_size_50_cutoff_10.0.cm.dat,5421643884479299587,26,26,0.575468312,1239,0.524386372
cost_matrix_component_nr_100_size_49_cutoff_10.0.cm.dat,3824877144262249675,27,30,1.344032266,2615,1.228949778
cost_matrix_component_nr_1010_size_108_cutoff_10.0.cm.dat,10821204868836439135,37,39,270.557230053,360929,265.365357816
p8_2000.dat,4767255145753391229,4,4,13.341189365,1997,12.955098456
cost_matrix_component_nr_797_size_137_cutoff_10.0.cm.dat,11470161229049378035,56,57,13181.161076175,6930581,12649.558212876
cost_matrix_component_nr_362_size_99_cutoff_10.0.cm.dat,6865781615250414047,40,40,13.052372932,2481,12.053898272
cost_matrix_component_nr_278_size_63_cutoff_10.0.cm.dat,13684865947523180327,37,37,4.08922048,4441,3.774748967
cost_matrix_component_nr_1585_size_88_cutoff_10.0.cm.dat,1547430755173138902,32,33,32.528032189,25869,30.560982702
p6_2000.dat,8097753270228028032,6,7,108.619905975,225733,97.907998086
cost_matrix_component_nr_151_size_79_cutoff_10.0.cm.dat,15222378268793706618,37,37,13.71596594,19295,12.651662853
cost_matrix_component_nr_1209_size_195_cutoff_10.0.cm.dat,1249302322259339664,34,34,175.258477675,23495,172.0700073
cost_matrix_component_nr_470_size_137_cutoff_10.0.cm.dat,2773257767045809447,56,61,175.238635548,17957,164.883008677
cost_matrix_component_nr_521_size_204_cutoff_10.0.cm.dat,12616581201163593741,72,72,1973.122989932,89159,1878.662700841
cost_matrix_component_nr_1297_size_143_cutoff_10.0.cm.dat,13095774083359333979,50,60,950.921020282,566731,910.555929049
p7_4000.dat,17233696041020944669,5,6,87.735414059,25243,82.613665452
p7_1000.dat,5858627583362564565,4,4,4.853808234,1821,4.570956406
cost_matrix_component_nr_78_size_134_cutoff_10.0.cm.dat,12361174301011435555,46,46,39.62740649,2501,36.614396957
cost_matrix_component_nr_9_size_178_cutoff_10.0.cm.dat,9387823541867621567,51,51,175.34267464,3947,161.997986002
cost_matrix_component_nr_470_size_137_cutoff_10.0.cm.dat,2902097451652463867,56,61,259.898742049,51463,244.772288121
